Store Name,Category,Visitor Review Counts,Blog Review Counts,Address,Rating,Review Texts
더램 논현본점,양꼬치,146,159,서울 강남구 학동로2길 29,4.19,"""음식이 맛있어요""; ""친절해요""; ""인테리어가 멋져요""; ""고기 질이 좋아요""; ""단체모임 하기 좋아요"""
마라식객 논현점,중식당,198,51,서울 강남구 학동로6길 27 1층,N/A,"""음식이 맛있어요""; ""재료가 신선해요""; ""친절해요""; ""가성비가 좋아요""; ""매장이 넓어요"""
마라두목 양재점,마라탕,591,66,서울 서초구 서운로6길 21-2 1층,N/A,"""음식이 맛있어요""; ""재료가 신선해요""; ""혼밥하기 좋아요""; ""매장이 청결해요""; ""양이 많아요"""
만다린,중식당,360,61,서울 강남구 논현로72길 16 1층 102호,4.35,"""음식이 맛있어요""; ""친절해요""; ""양이 많아요""; ""가성비가 좋아요""; ""혼밥하기 좋아요"""
원만훠궈 양꼬치,중식당,291,96,서울 서초구 사평대로55길 138,4.43,"""음식이 맛있어요""; ""친절해요""; ""양이 많아요""; ""가성비가 좋아요""; ""재료가 신선해요"""
마녀짜장 도곡점,중식당,68,N/A,서울 강남구 논현로72길 16,N/A,"""음식이 맛있어요""; ""친절해요""; ""재료가 신선해요""; ""양이 많아요""; ""가성비가 좋아요"""
미슌,중식당,1697,936,서울 서초구 서초대로53길 19 1층,4.69,"""음식이 맛있어요""; ""특별한 메뉴가 있어요""; ""친절해요""; ""재료가 신선해요""; ""매장이 청결해요"""
만석 짬뽕전문점,중식당,637,44,서울 강남구 학동로6길 10,4.3,"""음식이 맛있어요""; ""양이 많아요""; ""친절해요""; ""재료가 신선해요""; ""가성비가 좋아요"""
연화산,중식당,542,285,서울 강남구 언주로93길 31 2층,4.41,"""음식이 맛있어요""; ""재료가 신선해요""; ""친절해요""; ""양이 많아요""; ""단체모임 하기 좋아요"""
차이향,중식당,394,21,서울 강남구 논현로94길 24 호림빌딩 2층,4.2,"""음식이 맛있어요""; ""친절해요""; ""양이 많아요""; ""매장이 넓어요""; ""재료가 신선해요"""
취향저격 안심탕수육 서초양재점,중식당,10,9,서울 서초구 서운로 13,N/A,
만강홍 교대본점,중식당,760,78,서울 서초구 서초중앙로22길 46 선인빌딩 1층,4.24,"""음식이 맛있어요""; ""친절해요""; ""양이 많아요""; ""재료가 신선해요""; ""단체모임 하기 좋아요"""
수제탕수육명가 홍탕,중식당,3,2,서울 강남구 학동로12길 21,N/A,
하이난,중식당,499,41,서울 서초구 서초중앙로24길 12 1층,N/A,"""음식이 맛있어요""; ""친절해요""; ""혼밥하기 좋아요""; ""단체모임 하기 좋아요""; ""재료가 신선해요"""
바오탕수 강남본점,중식당,6,3,서울 강남구 논현로114길 22,N/A,
돈순이탕수육,중식당,10,N/A,서울 강남구 학동로12길 21,N/A,
007안심탕수육,중식당,15,1,서울 강남구 논현로114길 22,4.4,
차이들 논현점,중식당,668,1880,서울 서초구 신반포로45길 9-18 1층,N/A,"""음식이 맛있어요""; ""인테리어가 멋져요""; ""친절해요""; ""재료가 신선해요""; ""특별한 메뉴가 있어요"""
송쉐프 서초점,중식당,774,88,서울 서초구 남부순환로339길 33 1층,4.32,"""음식이 맛있어요""; ""친절해요""; ""재료가 신선해요""; ""양이 많아요""; ""특별한 메뉴가 있어요"""
현경 교대점,중식당,1732,377,서울 서초구 서초대로51길 20,4.44,"""음식이 맛있어요""; ""친절해요""; ""양이 많아요""; ""재료가 신선해요""; ""가성비가 좋아요"""
마라홀릭 마라탕 양재역점,중식당,2644,564,서울 강남구 남부순환로359길 10 2층,N/A,"""음식이 맛있어요""; ""재료가 신선해요""; ""친절해요""; ""매장이 청결해요""; ""가성비가 좋아요"""
용호반점,중식당,57,N/A,서울 강남구 학동로30길 45 1층 용호반점,N/A,"""음식이 맛있어요""; ""재료가 신선해요""; ""양이 많아요""; ""혼밥하기 좋아요""; ""친절해요"""
호경전 서초점,중식당,1,3,서울 서초구 서초중앙로24길 22,N/A,
고양꼬치 역삼본점,양꼬치,188,45,서울 강남구 테헤란로33길 23 1층,N/A,"""음식이 맛있어요""; ""고기 질이 좋아요""; ""친절해요""; ""인테리어가 멋져요""; ""매장이 청결해요"""
