Store Name,Category,Visitor Review Counts,Blog Review Counts,Address,Rating,Review Texts
CGV 강남,영화관,3678,1635,서울 강남구 강남대로 438 스타플렉스,4.35,
메가박스 강남,영화관,3703,891,서울 서초구 서초대로77길 3 아라타워 8~11층,4.34,
시티극장,영화관,30,70,서울 강남구 강남대로 422 지하2층,N/A,
