Store Name,Category,Visitor Review Counts,Blog Review Counts,Address,Rating,Review Texts
카츠공방 강남점,돈가스,365,179,서울 강남구 봉은사로2길 37 1층 카츠공방 강남점,N/A,"""음식이 맛있어요""; ""재료가 신선해요""; ""양이 많아요""; ""친절해요""; ""인테리어가 멋져요"""
나노하나,일식당,111,145,서울 서초구 서초대로73길 42 강남역리가스퀘어 1층 107호 나노하나,N/A,"""음식이 맛있어요""; ""재료가 신선해요""; ""특별한 메뉴가 있어요""; ""인테리어가 멋져요""; ""친절해요"""
이찌타코,이자카야,51,73,"서울 서초구 강남대로 437 1, 2, 3, 4층",N/A,"""음식이 맛있어요""; ""가성비가 좋아요""; ""술이 다양해요""; ""인테리어가 멋져요""; ""기본 안주가 좋아요"""
소노야 강남역점,"우동,소바",2554,169,서울 강남구 강남대로 396 지하 1층 28호 (6번출구 내려와서 바로 왼쪽),N/A,"""음식이 맛있어요""; ""혼밥하기 좋아요""; ""가성비가 좋아요""; ""친절해요""; ""양이 많아요"""
마케집 논현점,이자카야,377,546,서울 강남구 강남대로118길 12 1층,N/A,"""음식이 맛있어요""; ""친절해요""; ""재료가 신선해요""; ""특별한 메뉴가 있어요""; ""매장이 청결해요"""
압구정수산시장 강남역점,이자카야,216,256,서울 강남구 강남대로98길 20 지상1층,N/A,"""음식이 맛있어요""; ""술이 다양해요""; ""인테리어가 멋져요""; ""특별한 메뉴가 있어요""; ""기본 안주가 좋아요"""
고씨네 강남역본점,카레,496,272,서울 강남구 테헤란로1길 16 1층,N/A,"""음식이 맛있어요""; ""혼밥하기 좋아요""; ""양이 많아요""; ""가성비가 좋아요""; ""친절해요"""
오뎅오색 강남역점,이자카야,45,102,"서울 서초구 서초대로73길 42 1층 105, 106호",N/A,"""음식이 맛있어요""; ""기본 안주가 좋아요""; ""인테리어가 멋져요""; ""술이 다양해요""; ""친절해요"""
시부야 네코,이자카야,74,1488,서울 서초구 서초대로77길 41 1층,N/A,"""음식이 맛있어요""; ""술이 다양해요""; ""인테리어가 멋져요""; ""대화하기 좋아요""; ""가성비가 좋아요"""
타키 강남역점,이자카야,103,195,"서울 강남구 봉은사로4길 33 지하1층, 지상 1층",N/A,"""음식이 맛있어요""; ""술이 다양해요""; ""인테리어가 멋져요""; ""기본 안주가 좋아요""; ""특별한 메뉴가 있어요"""
