Store Name,Category,Visitor Review Counts,Blog Review Counts,Address,Rating,Review Texts
OK포차,포장마차,1,N/A,서울 서초구 강남대로 437 대원빌딩,N/A,
수 위스키,바(BAR),7,N/A,서울 서초구 강남대로55길 9-13 2층,N/A,
아이러브펍 역삼점,"맥주,호프",103,17,서울 강남구 역삼로3길 20,N/A,"""음식이 맛있어요""; ""기본 안주가 좋아요""; ""가성비가 좋아요""; ""친절해요""; ""단체모임 하기 좋아요"""
보그,바(BAR),11,N/A,서울 강남구 강남대로78길 12 B2,N/A,
MTL,요리주점,1,N/A,서울 서초구 강남대로61길 10 지하1층,N/A,
비어투어,"맥주,호프",1,9,서울 강남구 봉은사로2길 39,N/A,
비원,바(BAR),4,N/A,서울 서초구 강남대로55길 9-13 B1,N/A,
레이스,유흥주점,N/A,1,"서울 강남구 역삼로 113 지하1층, 2층",N/A,
썬업,바(BAR),11,32,서울 강남구 강남대로78길 25 지하1층,N/A,
THE BAR,요리주점,2,N/A,서울 서초구 강남대로53길 11 서초동삼성쉐르빌2,N/A,
아사칸 본사,"맥주,호프",7,N/A,서울 강남구 봉은사로4길 36 운현빌딩 2F,N/A,
silly wine,와인,8,8,서울 강남구 테헤란로 124 삼원타워 b124,N/A,
니가사라,"맥주,호프",3,1,서울 서초구 서초대로73길 54 서초동 오피스텔,N/A,
드렁큰피쉬 바엔레스토랑,바(BAR),2,N/A,서울 강남구 테헤란로4길 15 메가시티오피스텔,N/A,
포차돈주마,포장마차,2,N/A,서울 강남구 테헤란로4길 38-4 태양빌딩,N/A,
레알,"맥주,호프",8,N/A,서울 서초구 강남대로65길 10,N/A,
나무 강남역CGV점,이자카야,7,4,서울 강남구 강남대로 442,N/A,
스타박스노래방,유흥주점,2,N/A,서울 강남구 강남대로78길 14 지하1층,N/A,
강남빨대포차,술집,5,4,서울 강남구 강남대로 432,N/A,
블루피쉬,요리주점,2,N/A,서울 강남구 강남대로 354,N/A,
라스바,바(BAR),4,N/A,서울 강남구 강남대로84길 36 우성빌딩 지하1층,N/A,
스마트호프광장,"맥주,호프",58,N/A,서울 강남구 역삼로1길 18 지하1층,N/A,
오술차 강남역점,요리주점,319,902,서울 강남구 봉은사로2길 10 지하1층,4.31,
비엠티,바(BAR),1,N/A,서울 서초구 서초대로74길 23,N/A,
엠씨엠씨구스,바(BAR),3,N/A,서울 강남구 강남대로78길 18,N/A,
MTL,요리주점,3,1,서울 서초구 서초대로77길 58 2층,N/A,
디깅,바(BAR),19,24,서울 강남구 테헤란로10길 14 지하 디깅,N/A,
신안전지대,술집,50,N/A,서울 강남구 강남대로96길 15,4.61,
짝짝짝,"맥주,호프",25,N/A,서울 서초구 강남대로65길 10,4.17,
호랑이 다이닝,요리주점,207,261,서울 강남구 테헤란로14길 28 1층 호랑이다이닝,N/A,
코리아,단란주점,9,N/A,서울 강남구 역삼로3길 8,N/A,
바 오후,술집,N/A,N/A,서울 강남구 역삼로1길 20 B1층,N/A,
에이바,바(BAR),N/A,N/A,서울 강남구 테헤란로8길 11-7 경원빌딩 지하1층,N/A,
별,유흥주점,N/A,4,서울 강남구 역삼로 113,N/A,
감성캠핑 맥주창고,"맥주,호프",93,24,서울 강남구 봉은사로2길 17 지하1층,4.25,
코다차야 강남점,이자카야,1307,1179,서울 강남구 강남대로 468 충림빌딩 지하1층 코다차야강남점,4.37,
바닭,요리주점,71,52,서울 강남구 역삼로4길 16 1층 113호,N/A,
불독펍,요리주점,121,43,서울 강남구 봉은사로2길 15 2층,4.62,
메이저리그포차,포장마차,N/A,N/A,서울 강남구 역삼동,N/A,
비어팩토리,"맥주,호프",2,N/A,서울 강남구 역삼동,N/A,
더와인하우스 역삼점,와인,108,4,서울 강남구 역삼로 111 한국정보통신진흥협회 빌딩,4.4,
이자카야 신코우,이자카야,1,N/A,서울 서초구 강남대로 455,N/A,
삼미미이자카야,이자카야,18,94,서울 강남구 논현로87길 41 신일유토빌 110-1호,N/A,
라틴펍 쿠바,바(BAR),148,24,서울 강남구 역삼로 130 지하1층 라틴펍 쿠바,4.93,
탑에스바,와인,3,4,서울 강남구 역삼로 106 BIEL106 1층 101호,N/A,
토리니쿠,이자카야,99,85,서울 강남구 역삼로4길 16 1층,4.32,
하이랜드,바(BAR),N/A,N/A,서울 강남구 역삼로11길 3-3 1층,N/A,
LP바 제플린,바(BAR),627,459,서울 서초구 사평대로56길 8 양정빌딩 지하 1층,4.64,
도쿄술집,이자카야,1,N/A,서울 서초구 사임당로 157,N/A,
깜브레,바(BAR),70,38,서울 강남구 역삼로11길 7 2층,4.73,
케그샵프리미엄수제맥주&전통주셀렉샵 강남점,"맥주,호프",13,61,서울 강남구 강남대로94길 55-3 1층,N/A,
더클래식,바(BAR),1,N/A,서울 강남구 테헤란로10길 25 지하1층,N/A,
가르고뜨,와인,42,41,서울 서초구 효령로77길 34 아크로텔 116호,4.67,
곰탱이호프포차,"맥주,호프",2,N/A,서울 강남구 역삼로 133,N/A,
BULLDOG,"맥주,호프",N/A,10,서울 강남구 봉은사로2길 15,N/A,
탑에스바 2호점,바(BAR),3,3,서울 서초구 사평대로56길 7 B101호,N/A,
케씨펍,요리주점,33,26,서울 강남구 봉은사로2길 10 2층,N/A,
요술포차역삼점,요리주점,475,182,서울 강남구 테헤란로19길 5 지하1층,4.33,
맥주창고통,"맥주,호프",7,N/A,서울 서초구 사평대로56길 10,N/A,
바라바,바(BAR),3,N/A,서울 강남구 테헤란로 128 지하1층,N/A,
수목,유흥주점,2,N/A,서울 강남구 테헤란로14길 16 지하1층 B101호,N/A,
케씨,바(BAR),2,N/A,서울 강남구 봉은사로2길 10,N/A,
을지로골뱅이호프,"맥주,호프",210,32,서울 강남구 봉은사로2길 7,4.28,
블리스,바(BAR),5,1,서울 서초구 사평대로56길 8 지하1층,N/A,
Barbell,바(BAR),2,N/A,서울 강남구 봉은사로22길 45-6 2층,N/A,
어게인,와인,106,85,서울 강남구 강남대로 328 강남역쉐르빌오피스텔 B1,4.26,
유케집 논현점,요리주점,563,801,서울 강남구 강남대로114길 10 1층 102호 유케집 논현점,N/A,
전주전통막걸리,"전통,민속주점",140,38,서울 서초구 사평대로 362 1층 102호,4.44,
노보텔 앰배서더 서울 강남 그랑아 II,바(BAR),53,53,서울 강남구 봉은사로 130 로비층,N/A,
에이치,바(BAR),4,N/A,"서울 강남구 테헤란로14길 34 역삼이지소울리더 1층 103호, 104호",N/A,
마요네즈 신논현점,이자카야,409,359,서울 강남구 강남대로114길 14 1층,N/A,
대가 육회 강남논현점,요리주점,120,115,서울 강남구 강남대로112길 49 1층,N/A,
엘카페라티노마이애미,요리주점,12,38,서울 강남구 테헤란로14길 25 2층,N/A,
인쌩맥주 서초점,"맥주,호프",46,9,서울 서초구 효령로79길 23 1층,N/A,
그라토,바(BAR),4,1,서울 서초구 사평대로 362 1층 그라토,N/A,
